Date,Storm Name,Latitude,Longitude,Avg. Wind speed (kt)
9/26/2012 6:00:00 PM,JELAWAT,19.1,125.4,105
9/27/2012 12:00:00 AM,JELAWAT,19.6,124.8,100
9/27/2012 6:00:00 AM,JELAWAT,20.2,124.4,100
9/27/2012 12:00:00 PM,JELAWAT,20.9,124.1,100
9/27/2012 6:00:00 PM,JELAWAT,21.6,123.9,100
9/27/2012 9:00:00 PM,JELAWAT,22,124,100
9/28/2012 12:00:00 AM,JELAWAT,22.4,124.1,100
9/28/2012 3:00:00 AM,JELAWAT,22.9,124.2,100
9/28/2012 6:00:00 AM,JELAWAT,23.4,124.4,95
9/28/2012 9:00:00 AM,JELAWAT,23.9,124.8,95
9/28/2012 12:00:00 PM,JELAWAT,24.2,125.1,90
9/28/2012 3:00:00 PM,JELAWAT,24.6,125.6,90
9/28/2012 6:00:00 PM,JELAWAT,25,126,90
9/28/2012 9:00:00 PM,JELAWAT,25.5,126.6,90
9/29/2012 12:00:00 AM,JELAWAT,26,127.2,90
9/29/2012 3:00:00 AM,JELAWAT,26.6,127.7,90
9/29/2012 6:00:00 AM,JELAWAT,26.9,128.5,90
9/29/2012 9:00:00 AM,JELAWAT,27.5,129.4,90
9/29/2012 12:00:00 PM,JELAWAT,27.9,130.3,90
9/29/2012 3:00:00 PM,JELAWAT,28.6,131.2,85
9/29/2012 6:00:00 PM,JELAWAT,29.3,132.4,85
9/29/2012 9:00:00 PM,JELAWAT,30.2,133.5,85
9/30/2012 12:00:00 AM,JELAWAT,31.5,134.2,80
9/30/2012 3:00:00 AM,JELAWAT,32.5,134.7,80
9/30/2012 6:00:00 AM,JELAWAT,33.5,135.7,70
9/30/2012 8:00:00 AM,JELAWAT,34.1,136.6,70
9/30/2012 9:00:00 AM,JELAWAT,34.4,137,70
9/30/2012 10:00:00 AM,JELAWAT,34.8,137.4,70
9/30/2012 12:00:00 PM,JELAWAT,35.7,138.3,65
9/30/2012 3:00:00 PM,JELAWAT,37,139.5,65
9/30/2012 6:00:00 PM,JELAWAT,39.1,141,55
9/30/2012 9:00:00 PM,JELAWAT,40.6,143.1,55
10/1/2012 12:00:00 AM,JELAWAT,41.9,144.4,50
10/1/2012 3:00:00 AM,JELAWAT,42.7,147.1,50
10/1/2012 6:00:00 AM,JELAWAT,44,149,45
10/1/2012 12:00:00 PM,JELAWAT,46,155,0
10/1/2012 6:00:00 PM,JELAWAT,47.1,160.7,0
10/2/2012 12:00:00 AM,JELAWAT,47.8,165.7,0
10/2/2012 6:00:00 AM,JELAWAT,48,170.7,0
10/2/2012 12:00:00 PM,JELAWAT,48.2,175.5,0
10/2/2012 6:00:00 PM,JELAWAT,48.6,179.8,0
8/1/2012 12:00:00 PM,HAIKUI,22.4,146.5,0
8/1/2012 6:00:00 PM,HAIKUI,22.4,146,0
8/2/2012 12:00:00 AM,HAIKUI,22.4,145.4,0
8/2/2012 6:00:00 AM,HAIKUI,22.4,144,0
8/2/2012 12:00:00 PM,HAIKUI,22.4,143.2,0
8/2/2012 6:00:00 PM,HAIKUI,22.6,141.9,0
8/3/2012 12:00:00 AM,HAIKUI,22.9,141.3,35
8/3/2012 6:00:00 AM,HAIKUI,23.4,140,35
8/3/2012 12:00:00 PM,HAIKUI,24.4,138,35
8/3/2012 6:00:00 PM,HAIKUI,24.9,136.6,35
8/4/2012 12:00:00 AM,HAIKUI,24.8,134.3,35
8/4/2012 6:00:00 AM,HAIKUI,25.3,133,40
8/4/2012 9:00:00 AM,HAIKUI,26,132.1,40
8/4/2012 12:00:00 PM,HAIKUI,26.2,131.3,40
8/4/2012 3:00:00 PM,HAIKUI,26.3,130.7,40
8/4/2012 6:00:00 PM,HAIKUI,26.3,130.2,40
8/4/2012 9:00:00 PM,HAIKUI,26.6,129.8,45
8/5/2012 12:00:00 AM,HAIKUI,26.7,129.1,45
8/5/2012 3:00:00 AM,HAIKUI,26.9,128.8,45
8/5/2012 6:00:00 AM,HAIKUI,27.3,128.5,45
8/5/2012 9:00:00 AM,HAIKUI,27.5,127.9,45
8/5/2012 12:00:00 PM,HAIKUI,27.4,127.2,50
8/5/2012 3:00:00 PM,HAIKUI,27.1,126.9,50
8/5/2012 6:00:00 PM,HAIKUI,27.1,126.6,55
8/5/2012 9:00:00 PM,HAIKUI,27,126.2,55
8/6/2012 12:00:00 AM,HAIKUI,27.1,126.1,55
8/6/2012 3:00:00 AM,HAIKUI,27.2,125.8,55
8/6/2012 6:00:00 AM,HAIKUI,27.4,125.5,60
8/6/2012 9:00:00 AM,HAIKUI,27.4,125.2,60
8/6/2012 12:00:00 PM,HAIKUI,27.1,124.9,60
8/6/2012 6:00:00 PM,HAIKUI,26.9,124.6,60
8/7/2012 12:00:00 AM,HAIKUI,27.3,124.1,60
8/7/2012 6:00:00 AM,HAIKUI,27.7,123.5,60
8/7/2012 12:00:00 PM,HAIKUI,28.2,122.8,65
8/7/2012 6:00:00 PM,HAIKUI,28.8,122.3,65
8/8/2012 12:00:00 AM,HAIKUI,29.4,121.2,55
8/8/2012 6:00:00 AM,HAIKUI,30.1,120.3,45
8/8/2012 12:00:00 PM,HAIKUI,30.2,119.4,40
8/8/2012 6:00:00 PM,HAIKUI,30.5,118.6,35
8/9/2012 12:00:00 AM,HAIKUI,30.6,117.9,35
8/9/2012 6:00:00 AM,HAIKUI,30.8,117.6,35
8/9/2012 12:00:00 PM,HAIKUI,30.8,117.3,0
8/9/2012 6:00:00 PM,HAIKUI,30.7,117,0
8/10/2012 12:00:00 AM,HAIKUI,30.7,117,0
8/10/2012 6:00:00 AM,HAIKUI,30.2,116.9,0
8/10/2012 12:00:00 PM,HAIKUI,30,116.9,0
8/10/2012 6:00:00 PM,HAIKUI,29.9,117.1,0
8/11/2012 12:00:00 AM,HAIKUI,30,117.3,0
8/11/2012 6:00:00 AM,HAIKUI,30,117.3,0
6/10/2012 12:00:00 PM,GUCHOL,7.2,148.6,0
6/10/2012 6:00:00 PM,GUCHOL,8.8,148.2,0
6/11/2012 12:00:00 AM,GUCHOL,9,147.3,0
6/11/2012 6:00:00 AM,GUCHOL,9.1,146.4,0
6/11/2012 12:00:00 PM,GUCHOL,9.3,145.5,0
6/11/2012 6:00:00 PM,GUCHOL,9.4,144.6,0
6/12/2012 12:00:00 AM,GUCHOL,9.6,143.7,0
6/12/2012 6:00:00 AM,GUCHOL,9.5,143,0
6/12/2012 12:00:00 PM,GUCHOL,9.5,142.2,0
6/12/2012 6:00:00 PM,GUCHOL,9.4,141.5,0
6/13/2012 12:00:00 AM,GUCHOL,9.3,140.7,0
6/13/2012 6:00:00 AM,GUCHOL,10,139.3,0
6/13/2012 12:00:00 PM,GUCHOL,10.7,138,35
6/13/2012 6:00:00 PM,GUCHOL,10.8,136.6,45
6/14/2012 12:00:00 AM,GUCHOL,10.9,135.2,50
6/14/2012 6:00:00 AM,GUCHOL,10.7,134.1,50
6/14/2012 12:00:00 PM,GUCHOL,10.7,132.8,50
6/14/2012 6:00:00 PM,GUCHOL,10.4,132.2,55
6/15/2012 12:00:00 AM,GUCHOL,10.3,131.4,60
6/15/2012 6:00:00 AM,GUCHOL,10.4,131.2,60
6/15/2012 12:00:00 PM,GUCHOL,11.2,130.9,60
6/15/2012 6:00:00 PM,GUCHOL,11.9,130.5,60
6/16/2012 12:00:00 AM,GUCHOL,12.9,130.2,70
6/16/2012 6:00:00 AM,GUCHOL,14,129.6,85
6/16/2012 12:00:00 PM,GUCHOL,14.9,128.8,100
6/16/2012 6:00:00 PM,GUCHOL,16.2,128.4,100
6/17/2012 12:00:00 AM,GUCHOL,17.2,127.6,100
6/17/2012 6:00:00 AM,GUCHOL,18.3,127.3,100
6/17/2012 12:00:00 PM,GUCHOL,19.6,127,90
6/17/2012 6:00:00 PM,GUCHOL,20.8,127,85
6/18/2012 12:00:00 AM,GUCHOL,22.2,127.4,85
6/18/2012 3:00:00 AM,GUCHOL,23,127.6,85
6/18/2012 6:00:00 AM,GUCHOL,23.8,127.9,80
6/18/2012 9:00:00 AM,GUCHOL,24.6,128.2,80
6/18/2012 12:00:00 PM,GUCHOL,25.3,128.7,80
6/18/2012 3:00:00 PM,GUCHOL,26.2,129.4,80
6/18/2012 6:00:00 PM,GUCHOL,27.3,130,75
6/18/2012 9:00:00 PM,GUCHOL,28.6,130.9,75
6/19/2012 12:00:00 AM,GUCHOL,29.9,131.8,70
6/19/2012 3:00:00 AM,GUCHOL,30.8,133.1,70
6/19/2012 6:00:00 AM,GUCHOL,32.4,134.7,70
6/19/2012 8:00:00 AM,GUCHOL,33.4,135.5,70
6/19/2012 9:00:00 AM,GUCHOL,33.8,135.9,70
6/19/2012 11:00:00 AM,GUCHOL,34.7,137,65
6/19/2012 12:00:00 PM,GUCHOL,35.1,137.6,60
6/19/2012 3:00:00 PM,GUCHOL,36.2,139,55
6/19/2012 6:00:00 PM,GUCHOL,37.3,140.7,50
6/19/2012 9:00:00 PM,GUCHOL,37.9,142,50
6/20/2012 12:00:00 AM,GUCHOL,38,143,0
6/20/2012 6:00:00 AM,GUCHOL,39.5,144.2,0
6/20/2012 12:00:00 PM,GUCHOL,40.2,145.4,0
6/20/2012 6:00:00 PM,GUCHOL,40.9,145.4,0
6/21/2012 12:00:00 AM,GUCHOL,41.5,145.7,0
6/21/2012 6:00:00 AM,GUCHOL,42,146,0
6/21/2012 12:00:00 PM,GUCHOL,42.2,146.2,0
6/21/2012 6:00:00 PM,GUCHOL,42.3,146.4,0
6/22/2012 12:00:00 AM,GUCHOL,42.4,146.7,0
6/22/2012 6:00:00 AM,GUCHOL,42.7,146.9,0
9/29/2012 12:00:00 AM,GAEMI,13,112.4,0
9/29/2012 6:00:00 AM,GAEMI,13.3,112.7,0
9/29/2012 12:00:00 PM,GAEMI,13.5,113.1,0
9/29/2012 6:00:00 PM,GAEMI,13.8,113.3,0
9/30/2012 12:00:00 AM,GAEMI,14.2,113.5,0
9/30/2012 6:00:00 AM,GAEMI,14.8,113.5,0
9/30/2012 12:00:00 PM,GAEMI,15.3,113.5,0
9/30/2012 6:00:00 PM,GAEMI,15.7,113.9,0
10/1/2012 12:00:00 AM,GAEMI,16.3,114.7,0
10/1/2012 6:00:00 AM,GAEMI,17.1,115,0
10/1/2012 12:00:00 PM,GAEMI,17.2,115,35
10/1/2012 6:00:00 PM,GAEMI,16.9,115,35
10/2/2012 12:00:00 AM,GAEMI,16.5,115.4,35
10/2/2012 6:00:00 AM,GAEMI,16,115.8,35
10/2/2012 12:00:00 PM,GAEMI,15.6,116.4,35
10/2/2012 6:00:00 PM,GAEMI,15.4,116.8,40
10/3/2012 12:00:00 AM,GAEMI,15.4,117.2,45
10/3/2012 6:00:00 AM,GAEMI,15.3,117.7,50
10/3/2012 12:00:00 PM,GAEMI,15.3,118,50
10/3/2012 6:00:00 PM,GAEMI,15.2,118.2,45
10/4/2012 12:00:00 AM,GAEMI,15,118.3,45
10/4/2012 6:00:00 AM,GAEMI,14.9,118.2,45
10/4/2012 12:00:00 PM,GAEMI,14.6,118,40
10/4/2012 6:00:00 PM,GAEMI,14.4,117.4,40
10/5/2012 12:00:00 AM,GAEMI,14.5,116.6,40
10/5/2012 6:00:00 AM,GAEMI,14.6,115.8,35
10/5/2012 12:00:00 PM,GAEMI,14.4,114.6,35
10/5/2012 6:00:00 PM,GAEMI,13.9,113,35
10/6/2012 12:00:00 AM,GAEMI,13.2,111.5,35
10/6/2012 6:00:00 AM,GAEMI,13.1,110.2,35
10/6/2012 12:00:00 PM,GAEMI,13.1,108.8,0
10/6/2012 6:00:00 PM,GAEMI,13,107.6,0
10/7/2012 12:00:00 AM,GAEMI,12.6,106.2,0
10/7/2012 6:00:00 AM,GAEMI,12.6,105.2,0
10/7/2012 12:00:00 PM,GAEMI,12.9,104,0
9/23/2012 6:00:00 AM,EWINIAR,15.6,140.5,0
9/23/2012 12:00:00 PM,EWINIAR,16.7,140.3,0
9/23/2012 6:00:00 PM,EWINIAR,17.6,139.8,0
9/24/2012 12:00:00 AM,EWINIAR,18.5,139.1,0
9/24/2012 6:00:00 AM,EWINIAR,19.4,138.8,0
9/24/2012 12:00:00 PM,EWINIAR,20.3,138.5,35
9/24/2012 6:00:00 PM,EWINIAR,21.2,138.4,35
9/25/2012 12:00:00 AM,EWINIAR,21.9,138.4,40
9/25/2012 6:00:00 AM,EWINIAR,22.7,138.5,40
9/25/2012 12:00:00 PM,EWINIAR,23.1,139,40
9/25/2012 6:00:00 PM,EWINIAR,24.3,140.5,45
9/26/2012 12:00:00 AM,EWINIAR,25.3,141.3,45
9/26/2012 3:00:00 AM,EWINIAR,25.7,141.4,45
9/26/2012 6:00:00 AM,EWINIAR,26.3,142.4,50
9/26/2012 9:00:00 AM,EWINIAR,27.1,142.6,50
9/26/2012 12:00:00 PM,EWINIAR,28.1,142.6,50
9/26/2012 6:00:00 PM,EWINIAR,29.1,142.5,50
9/27/2012 12:00:00 AM,EWINIAR,30.4,142.2,50
9/27/2012 6:00:00 AM,EWINIAR,31.2,142.1,50
9/27/2012 12:00:00 PM,EWINIAR,31.6,141.6,50
9/27/2012 6:00:00 PM,EWINIAR,31.4,141.7,50
9/28/2012 12:00:00 AM,EWINIAR,31.5,142.4,50
9/28/2012 6:00:00 AM,EWINIAR,31.9,143.1,50
9/28/2012 12:00:00 PM,EWINIAR,32.6,144.2,50
9/28/2012 6:00:00 PM,EWINIAR,33.5,145,50
9/29/2012 12:00:00 AM,EWINIAR,34.5,145.8,45
9/29/2012 6:00:00 AM,EWINIAR,36.5,147.3,45
9/29/2012 12:00:00 PM,EWINIAR,37.8,149.1,45
9/29/2012 6:00:00 PM,EWINIAR,39.2,151.1,40
9/30/2012 12:00:00 AM,EWINIAR,40.8,154.1,0
9/30/2012 6:00:00 AM,EWINIAR,41.5,158.2,0
9/30/2012 12:00:00 PM,EWINIAR,42.3,162,0
9/30/2012 6:00:00 PM,EWINIAR,43,167.2,0
6/25/2012 12:00:00 AM,DOKSURI,11.2,135.3,0
6/25/2012 6:00:00 AM,DOKSURI,11.5,134.3,0
6/25/2012 12:00:00 PM,DOKSURI,12.3,134,0
6/25/2012 6:00:00 PM,DOKSURI,13.3,133.6,0
6/26/2012 12:00:00 AM,DOKSURI,14.2,133,0
6/26/2012 6:00:00 AM,DOKSURI,14.5,131.8,0
6/26/2012 12:00:00 PM,DOKSURI,15.1,130.4,0
6/26/2012 6:00:00 PM,DOKSURI,15.3,128.9,35
6/27/2012 12:00:00 AM,DOKSURI,15.4,127.7,35
6/27/2012 6:00:00 AM,DOKSURI,15.7,126.4,35
6/27/2012 12:00:00 PM,DOKSURI,16.2,125.1,35
6/27/2012 6:00:00 PM,DOKSURI,16.9,123.9,35
6/28/2012 12:00:00 AM,DOKSURI,18,123.4,35
6/28/2012 6:00:00 AM,DOKSURI,19.5,123.1,40
6/28/2012 12:00:00 PM,DOKSURI,19.8,121.1,40
6/28/2012 6:00:00 PM,DOKSURI,20,119.5,40
6/29/2012 12:00:00 AM,DOKSURI,20.8,117.7,40
6/29/2012 6:00:00 AM,DOKSURI,21,116,40
6/29/2012 12:00:00 PM,DOKSURI,21.2,114.9,40
6/29/2012 6:00:00 PM,DOKSURI,21.8,113.6,35
6/30/2012 12:00:00 AM,DOKSURI,22.3,112,0
6/30/2012 6:00:00 AM,DOKSURI,22.9,110.2,0
7/27/2012 6:00:00 AM,DAMREY,24.7,148.8,0
7/27/2012 12:00:00 PM,DAMREY,25.2,148.3,0
7/27/2012 6:00:00 PM,DAMREY,25.6,147.9,0
7/28/2012 12:00:00 AM,DAMREY,25.9,147.4,0
7/28/2012 6:00:00 AM,DAMREY,26,147.2,0
7/28/2012 12:00:00 PM,DAMREY,26,147.1,35
7/28/2012 6:00:00 PM,DAMREY,26,146.8,35
7/29/2012 12:00:00 AM,DAMREY,26.1,146.4,40
7/29/2012 6:00:00 AM,DAMREY,25.9,146,40
7/29/2012 12:00:00 PM,DAMREY,25.5,145.8,40
7/29/2012 6:00:00 PM,DAMREY,25.4,145.5,40
7/30/2012 12:00:00 AM,DAMREY,25.4,145,40
7/30/2012 6:00:00 AM,DAMREY,25.4,144.7,40
7/30/2012 12:00:00 PM,DAMREY,26.5,144.2,40
7/30/2012 3:00:00 PM,DAMREY,27.1,143.5,45
7/30/2012 6:00:00 PM,DAMREY,27.7,142.8,55
7/30/2012 9:00:00 PM,DAMREY,28,141.7,50
7/31/2012 12:00:00 AM,DAMREY,28.3,141,50
7/31/2012 6:00:00 AM,DAMREY,28.6,138.9,50
7/31/2012 12:00:00 PM,DAMREY,28.9,137.2,50
7/31/2012 6:00:00 PM,DAMREY,29.3,135.1,50
7/31/2012 9:00:00 PM,DAMREY,29.8,134,55
8/1/2012 12:00:00 AM,DAMREY,30,132.7,55
8/1/2012 3:00:00 AM,DAMREY,30.3,131.4,55
8/1/2012 6:00:00 AM,DAMREY,30.4,130.5,55
8/1/2012 9:00:00 AM,DAMREY,30.5,129.8,55
8/1/2012 12:00:00 PM,DAMREY,30.8,128.7,55
8/1/2012 6:00:00 PM,DAMREY,31.7,126.7,55
8/2/2012 12:00:00 AM,DAMREY,32.8,124.3,65
8/2/2012 6:00:00 AM,DAMREY,33.8,122.2,70
8/2/2012 12:00:00 PM,DAMREY,34.4,120.4,65
8/2/2012 6:00:00 PM,DAMREY,34.9,119.4,60
8/3/2012 12:00:00 AM,DAMREY,35.6,118.2,45
8/3/2012 6:00:00 AM,DAMREY,37,118,35
8/3/2012 12:00:00 PM,DAMREY,37.6,118.2,0
8/3/2012 6:00:00 PM,DAMREY,38.8,118.9,0
8/4/2012 12:00:00 AM,DAMREY,39.6,119.5,0
11/25/2012 6:00:00 PM,BOPHA,3.4,156.9,0
11/26/2012 12:00:00 AM,BOPHA,3.7,156.7,0
11/26/2012 6:00:00 AM,BOPHA,3.9,156.6,0
11/26/2012 12:00:00 PM,BOPHA,4,156.4,0
11/26/2012 6:00:00 PM,BOPHA,4.1,156.3,35
11/27/2012 12:00:00 AM,BOPHA,4.3,156.2,35
11/27/2012 6:00:00 AM,BOPHA,4.4,155.8,35
11/27/2012 12:00:00 PM,BOPHA,4.4,155.5,35
11/27/2012 6:00:00 PM,BOPHA,4.6,155.1,40
11/28/2012 12:00:00 AM,BOPHA,4.7,154.3,40
11/28/2012 6:00:00 AM,BOPHA,4.8,153.1,40
11/28/2012 12:00:00 PM,BOPHA,4.6,151.7,40
11/28/2012 6:00:00 PM,BOPHA,4.2,150.8,45
11/29/2012 12:00:00 AM,BOPHA,4,150,45
11/29/2012 6:00:00 AM,BOPHA,3.8,149.2,45
11/29/2012 12:00:00 PM,BOPHA,3.4,148,45
11/29/2012 6:00:00 PM,BOPHA,3.4,147.1,45
11/30/2012 12:00:00 AM,BOPHA,3.6,146.3,50
11/30/2012 6:00:00 AM,BOPHA,3.9,145.3,60
11/30/2012 12:00:00 PM,BOPHA,4.2,144.2,65
11/30/2012 6:00:00 PM,BOPHA,4.4,142.9,75
12/1/2012 12:00:00 AM,BOPHA,4.7,142.1,90
12/1/2012 6:00:00 AM,BOPHA,5.1,141.1,90
12/1/2012 12:00:00 PM,BOPHA,5.4,140,90
12/1/2012 6:00:00 PM,BOPHA,5.8,138.8,95
12/2/2012 12:00:00 AM,BOPHA,6.2,137.7,100
12/2/2012 6:00:00 AM,BOPHA,6.4,136,100
12/2/2012 12:00:00 PM,BOPHA,6.4,134.6,100
12/2/2012 6:00:00 PM,BOPHA,6.5,133.3,90
12/3/2012 12:00:00 AM,BOPHA,6.8,131.8,90
12/3/2012 6:00:00 AM,BOPHA,7,130.4,100
12/3/2012 12:00:00 PM,BOPHA,7.4,128.9,100
12/3/2012 6:00:00 PM,BOPHA,7.6,127.3,100
12/4/2012 12:00:00 AM,BOPHA,7.9,125.9,85
12/4/2012 6:00:00 AM,BOPHA,8.7,124.1,70
12/4/2012 12:00:00 PM,BOPHA,9.2,122.4,65
12/4/2012 6:00:00 PM,BOPHA,9.8,120.6,65
12/5/2012 12:00:00 AM,BOPHA,9.8,119.8,65
12/5/2012 6:00:00 AM,BOPHA,10.6,118.8,65
12/5/2012 12:00:00 PM,BOPHA,11.2,118.2,65
12/5/2012 6:00:00 PM,BOPHA,11.5,117.7,65
12/6/2012 12:00:00 AM,BOPHA,12,117,65
12/6/2012 6:00:00 AM,BOPHA,12.4,116.6,65
12/6/2012 12:00:00 PM,BOPHA,12.8,116.3,65
12/6/2012 6:00:00 PM,BOPHA,13.2,115.8,60
12/7/2012 12:00:00 AM,BOPHA,13.7,115.6,70
12/7/2012 6:00:00 AM,BOPHA,14.6,115.9,80
12/7/2012 12:00:00 PM,BOPHA,15.4,116,90
12/7/2012 6:00:00 PM,BOPHA,16.1,116.2,90
12/8/2012 12:00:00 AM,BOPHA,16.8,116.9,85
12/8/2012 6:00:00 AM,BOPHA,17.5,117.9,80
12/8/2012 12:00:00 PM,BOPHA,17.9,118.6,65
12/8/2012 6:00:00 PM,BOPHA,18.1,119,40
12/9/2012 12:00:00 AM,BOPHA,18.1,119.2,35
12/9/2012 6:00:00 AM,BOPHA,17.8,119.5,0
8/19/2012 6:00:00 AM,BOLAVEN,14.1,142.1,0
8/19/2012 12:00:00 PM,BOLAVEN,14.8,142.1,0
8/19/2012 6:00:00 PM,BOLAVEN,16.1,142,0
8/20/2012 12:00:00 AM,BOLAVEN,16.8,141.9,0
8/20/2012 6:00:00 AM,BOLAVEN,17.4,141.4,35
8/20/2012 12:00:00 PM,BOLAVEN,17.9,141.3,40
8/20/2012 6:00:00 PM,BOLAVEN,18.1,141.2,45
8/21/2012 12:00:00 AM,BOLAVEN,18.2,140.8,50
8/21/2012 6:00:00 AM,BOLAVEN,18.4,140.5,50
8/21/2012 12:00:00 PM,BOLAVEN,18.9,140.2,65
8/21/2012 6:00:00 PM,BOLAVEN,19.1,139.5,70
8/22/2012 12:00:00 AM,BOLAVEN,19.2,138.8,70
8/22/2012 6:00:00 AM,BOLAVEN,19.3,138,70
8/22/2012 12:00:00 PM,BOLAVEN,19.5,137.5,70
8/22/2012 6:00:00 PM,BOLAVEN,19.5,136.5,70
8/23/2012 12:00:00 AM,BOLAVEN,19.7,135.9,70
8/23/2012 6:00:00 AM,BOLAVEN,20,135.3,75
8/23/2012 12:00:00 PM,BOLAVEN,20.2,134.6,75
8/23/2012 6:00:00 PM,BOLAVEN,20.4,134.1,75
8/24/2012 12:00:00 AM,BOLAVEN,21.1,133.8,75
8/24/2012 6:00:00 AM,BOLAVEN,21.7,133.2,75
8/24/2012 12:00:00 PM,BOLAVEN,22.2,133,80
8/24/2012 6:00:00 PM,BOLAVEN,22.9,132.7,80
8/25/2012 12:00:00 AM,BOLAVEN,23.5,132.1,85
8/25/2012 3:00:00 AM,BOLAVEN,23.8,131.8,85
8/25/2012 6:00:00 AM,BOLAVEN,24.2,131.3,90
8/25/2012 9:00:00 AM,BOLAVEN,24.3,130.9,95
8/25/2012 12:00:00 PM,BOLAVEN,24.3,130.7,100
8/25/2012 3:00:00 PM,BOLAVEN,24.5,130.4,95
8/25/2012 6:00:00 PM,BOLAVEN,24.7,130.2,95
8/25/2012 9:00:00 PM,BOLAVEN,25,129.8,95
8/26/2012 12:00:00 AM,BOLAVEN,25.3,129.5,90
8/26/2012 3:00:00 AM,BOLAVEN,25.6,129.2,90
8/26/2012 6:00:00 AM,BOLAVEN,25.9,129,90
8/26/2012 9:00:00 AM,BOLAVEN,26.4,128.6,90
8/26/2012 12:00:00 PM,BOLAVEN,26.6,128,85
8/26/2012 3:00:00 PM,BOLAVEN,26.9,127.8,85
8/26/2012 6:00:00 PM,BOLAVEN,27.5,127.4,80
8/26/2012 9:00:00 PM,BOLAVEN,27.9,127.1,75
8/27/2012 12:00:00 AM,BOLAVEN,28.4,126.9,70
8/27/2012 3:00:00 AM,BOLAVEN,29.1,126.3,70
8/27/2012 6:00:00 AM,BOLAVEN,29.9,126,65
8/27/2012 12:00:00 PM,BOLAVEN,31.3,125.6,65
8/27/2012 6:00:00 PM,BOLAVEN,33,125.5,65
8/28/2012 12:00:00 AM,BOLAVEN,34.8,125.1,65
8/28/2012 6:00:00 AM,BOLAVEN,36.6,124.8,60
8/28/2012 12:00:00 PM,BOLAVEN,38.7,124.5,55
8/28/2012 6:00:00 PM,BOLAVEN,41.6,125.8,45
8/29/2012 12:00:00 AM,BOLAVEN,44.3,128.3,45
8/29/2012 6:00:00 AM,BOLAVEN,46,130,0
8/29/2012 12:00:00 PM,BOLAVEN,47.7,132.4,0
8/29/2012 6:00:00 PM,BOLAVEN,50,134.4,0
8/30/2012 12:00:00 AM,BOLAVEN,51.9,139.7,0
8/30/2012 6:00:00 AM,BOLAVEN,52.6,141.6,0
8/30/2012 12:00:00 PM,BOLAVEN,53.7,145.9,0
8/30/2012 6:00:00 PM,BOLAVEN,54.9,148,0
8/31/2012 12:00:00 AM,BOLAVEN,54.8,150.3,0
8/31/2012 6:00:00 AM,BOLAVEN,55,153.2,0
8/31/2012 12:00:00 PM,BOLAVEN,55.3,163.7,0
8/31/2012 6:00:00 PM,BOLAVEN,55,167.2,0
9/1/2012 12:00:00 AM,BOLAVEN,54.2,172.4,0
9/1/2012 6:00:00 AM,BOLAVEN,53.9,174.9,0
9/1/2012 12:00:00 PM,BOLAVEN,53.5,178.3,0
